DesilKesejahteraan,PrioritasVerval,JenisKelamin,HubungaKepalaKeluarga,Pekerjaan,Usia2023,PenerimaSEMBAKO
2,1,0,2,4,31,0
2,1,1,1,1,29,0
2,1,1,0,1,9,0
2,1,1,0,1,7,0
2,0,1,0,1,4,0
2,1,1,3,1,49,0
2,1,0,2,2,45,0
2,1,1,1,2,37,0
2,1,1,0,1,16,0
2,1,0,0,1,14,0
2,1,0,0,1,11,0
2,1,0,0,1,6,0
2,1,0,2,3,48,0
2,1,1,1,5,46,0
2,0,0,0,1,23,0
2,1,1,0,1,19,0
2,1,0,0,1,8,0
2,1,0,2,2,56,0
2,1,1,1,2,53,1
2,1,0,0,2,22,0
2,0,0,0,1,16,0
2,0,0,2,2,50,0
2,0,1,1,2,42,0
2,0,1,0,1,14,0
2,0,1,0,1,13,0
2,1,0,2,4,52,0
2,1,1,1,4,44,0
2,1,1,0,1,22,0
2,1,0,0,1,15,0
2,1,0,0,1,9,0
2,1,0,2,2,37,0
2,0,1,1,2,35,0
2,1,0,0,1,12,0
2,1,1,0,1,7,0
2,1,0,2,2,63,0
2,1,1,1,1,60,0
2,1,0,0,2,35,0
2,1,1,0,2,31,0
2,1,0,2,3,54,0
2,0,1,1,1,45,0
2,1,1,0,1,22,0
2,1,0,0,1,17,0
2,1,0,2,0,69,0
2,1,1,1,1,62,0
2,1,0,0,0,25,0
2,1,0,2,4,62,0
2,1,1,1,4,60,0
2,1,0,0,3,25,0
2,1,1,2,0,57,0
2,1,1,0,2,23,0
2,1,1,2,1,67,1
2,1,1,3,2,21,0
2,1,1,3,2,18,0
2,1,0,2,4,46,0
2,1,1,1,3,44,0
2,1,1,0,1,20,0
2,0,0,0,1,15,0
2,1,0,2,1,91,0
2,1,1,1,1,79,0
2,1,0,3,0,64,0
2,1,0,2,0,66,0
2,1,1,1,1,62,0
2,1,0,2,1,78,0
2,1,1,1,1,70,0
2,0,0,2,4,37,0
2,1,1,1,4,36,0
2,1,0,0,1,12,0
2,1,0,0,1,2,0
2,1,0,2,0,41,0
2,1,1,1,1,43,0
2,1,1,0,1,8,0
2,1,0,0,1,5,0
2,1,0,2,0,39,0
2,1,1,1,5,39,0
2,1,1,0,1,18,0
2,1,1,0,1,10,0
2,1,1,2,2,67,1
2,1,1,3,1,53,0
2,1,0,2,1,64,0
2,1,1,1,1,52,0
2,1,1,0,3,29,0
2,1,1,2,1,81,1
2,1,1,0,0,52,0
2,1,1,2,1,67,1
2,1,0,0,2,37,0
2,1,0,2,0,67,0
2,1,1,1,0,58,0
2,1,0,0,0,26,0
2,1,0,2,0,68,0
2,1,1,1,0,58,1
2,1,0,0,2,32,0
2,1,1,0,4,27,0
2,1,0,0,1,20,0
2,1,0,2,2,41,0
2,1,1,1,4,36,0
2,0,0,0,1,10,0
2,1,1,0,1,5,0
2,1,1,3,0,63,0
2,1,0,2,2,44,0
2,1,1,1,2,37,0
2,1,0,0,1,11,0
2,1,0,0,1,6,0
2,1,1,0,1,4,0
2,1,0,2,2,47,0
2,1,1,1,0,41,0
2,1,0,0,1,21,0
2,1,0,0,1,19,0
2,1,0,0,1,10,0
2,1,0,2,0,49,0
2,1,1,1,2,50,0
2,1,0,0,2,22,0
2,1,1,0,1,17,0
2,1,0,0,1,9,0
2,1,0,2,4,45,0
2,1,1,1,4,36,0
2,1,0,0,1,16,0
2,1,1,0,1,14,0
2,1,0,0,1,9,0
2,0,0,2,2,50,0
2,1,1,3,1,62,0
2,1,0,3,1,59,0
2,1,0,3,1,40,0
2,1,0,2,2,30,0
2,1,1,1,1,26,0
2,1,1,0,1,5,0
2,1,0,0,1,2,0
2,1,0,3,1,6,0
2,1,0,2,1,59,0
2,1,1,1,4,59,1
2,1,0,2,0,43,0
2,1,1,1,1,42,0
2,1,1,0,1,23,0
2,1,0,2,2,43,0
2,1,1,1,1,46,0
2,1,1,0,1,19,0
2,0,0,0,1,12,0
2,1,0,2,4,46,0
2,1,1,1,4,45,0
2,1,0,0,1,13,0
2,1,0,0,1,8,0
2,1,0,2,0,77,0
2,1,1,1,1,70,0
2,1,0,0,2,40,0
2,1,0,2,4,38,0
2,1,1,1,3,35,0
2,1,1,0,1,15,0
2,1,1,0,1,8,0
2,1,1,0,1,6,0
2,1,0,2,0,33,0
2,0,1,1,2,34,0
2,1,0,0,1,13,0
2,1,0,0,1,5,0
2,1,0,2,1,62,0
2,1,1,1,4,54,0
2,1,1,0,2,32,0
2,1,1,0,2,25,0
2,1,1,0,1,13,0
2,0,0,2,2,46,0
2,0,1,1,1,42,0
2,0,0,0,1,14,0
2,0,1,0,1,11,0
2,0,0,2,2,44,0
2,1,1,1,1,39,0
2,1,0,0,1,17,0
2,1,1,0,1,15,0
2,1,1,0,1,8,0
2,1,0,2,4,41,0
2,1,1,1,4,38,0
2,1,1,0,1,17,0
2,1,0,0,1,14,0
2,1,1,0,1,3,0
2,1,0,2,2,44,0
2,1,1,1,2,42,0
2,1,0,0,1,20,0
2,1,0,0,1,14,0
2,1,1,0,1,9,0
2,0,0,2,5,65,0
2,0,1,1,1,63,0
2,0,0,2,4,59,0
2,0,1,1,1,56,0
2,0,1,2,2,49,0
2,0,1,0,1,20,0
2,0,0,2,2,50,0
2,0,1,1,2,42,0
2,0,0,0,1,21,0
2,0,1,0,1,13,0
2,1,0,2,5,68,0
2,0,1,1,5,67,0
2,0,1,0,2,32,0
2,1,0,0,2,28,0
2,0,1,0,1,11,0
2,1,1,2,2,62,1
2,0,1,0,2,26,0
2,1,0,2,5,49,0
2,1,1,1,2,38,0
2,1,1,0,1,13,0
2,1,0,0,1,8,0
2,1,1,3,2,57,0
2,0,0,2,5,53,0
2,0,1,1,2,44,1
2,0,0,0,2,22,0
2,0,0,0,1,18,0
2,0,0,0,1,10,0
2,1,0,2,2,53,0
2,0,1,1,2,44,0
2,1,1,0,2,20,0
2,1,0,0,2,22,0
2,1,0,0,1,18,0
2,1,0,0,1,9,0
2,1,0,2,2,58,0
2,1,1,1,2,57,1
2,1,1,0,2,25,0
2,1,0,0,5,22,0
2,1,0,0,2,21,0
2,1,1,3,1,75,0
2,1,0,2,2,39,0
2,1,1,1,1,34,0
2,1,0,0,1,12,0
2,1,1,0,1,10,0
2,1,0,2,2,50,0
2,1,1,1,1,52,0
2,1,0,0,1,19,0
2,1,0,0,1,14,0
2,1,0,2,1,35,1
2,1,1,1,2,30,0
2,1,0,0,1,10,0
2,1,0,0,1,3,0
2,1,0,2,2,48,0
2,1,1,1,1,46,0
2,1,1,0,2,22,0
2,1,1,0,1,17,0
2,1,0,0,1,8,0
2,1,1,2,2,63,1
2,1,0,0,2,38,0
2,1,0,0,1,23,0
2,1,0,2,2,30,0
2,0,1,1,2,28,0
2,1,0,0,1,9,0
2,1,0,2,2,37,0
2,1,1,1,5,38,0
2,1,0,0,1,12,0
2,1,1,0,1,8,0
2,1,0,0,1,3,0
2,1,0,2,5,66,0
2,1,1,1,1,63,0
2,1,0,2,5,58,0
2,1,1,1,1,58,0
2,1,0,2,2,70,0
2,1,1,1,2,64,1
2,1,1,0,2,28,0
2,1,0,0,2,24,0
2,1,1,0,1,19,0
2,1,0,2,2,47,0
2,1,1,1,1,47,0
2,0,1,0,1,14,0
2,1,0,0,1,11,0
2,1,0,2,2,53,0
2,1,1,1,1,47,0
2,1,0,0,2,23,0
2,1,0,0,2,21,0
2,1,0,0,1,14,0
2,1,0,2,2,40,0
2,1,1,1,2,40,0
2,1,0,0,2,20,0
2,1,1,0,1,14,0
2,1,0,0,1,4,0
2,1,0,2,2,55,0
2,1,1,1,2,52,0
2,1,1,0,2,30,0
2,1,1,0,2,26,0
2,1,0,0,2,20,0
2,1,0,0,1,17,0
2,1,0,0,1,14,0
2,1,1,2,2,58,1
2,1,0,0,2,21,0
2,1,1,2,0,45,1
2,1,0,0,2,21,0
2,1,1,0,1,8,0
2,1,1,2,1,62,1
2,1,0,2,2,47,0
2,1,1,1,2,49,0
2,1,0,0,1,15,0
2,1,0,2,2,40,0
2,1,1,1,2,41,0
2,1,0,0,1,12,0
2,1,0,0,1,7,0
2,1,0,2,2,51,0
2,1,1,1,1,42,0
2,1,1,0,1,17,0
2,1,0,0,1,8,0
2,0,0,2,2,44,0
2,1,1,1,2,45,0
2,1,1,0,1,14,0
2,1,0,0,1,10,0
2,1,1,0,1,7,0
2,1,1,3,1,56,0
2,1,0,2,2,49,0
2,1,1,1,2,49,1
2,1,1,0,2,23,0
2,1,1,0,1,18,0
2,1,0,2,2,61,0
2,1,1,1,2,54,0
2,1,1,0,2,32,0
2,1,0,0,2,24,0
2,1,0,0,1,18,0
2,0,0,2,2,49,0
2,0,1,1,1,49,0
2,0,0,0,2,25,0
2,1,1,0,2,24,0
2,1,0,0,2,23,0
2,1,0,0,1,18,0
2,1,0,2,2,37,0
2,1,1,1,2,38,0
2,1,1,0,1,15,0
2,0,1,0,1,15,0
2,0,0,2,1,68,0
2,0,1,1,2,59,0
2,1,0,0,2,38,0
2,1,0,2,2,43,0
2,0,1,1,2,35,0
2,1,1,0,1,16,0
2,1,0,2,2,44,0
2,0,1,1,1,42,0
2,1,1,0,1,15,0
2,1,1,0,1,9,0
2,1,0,2,2,59,0
2,1,1,1,4,44,0
2,1,0,0,4,24,0
2,1,1,0,1,21,0
2,1,0,0,1,11,0
2,1,0,2,5,59,0
2,1,1,1,5,50,1
2,1,0,0,2,33,0
2,1,0,0,2,30,0
2,1,1,0,2,28,0
2,1,0,2,2,46,0
2,1,1,1,2,44,0
2,1,1,0,1,21,0
2,1,1,0,1,17,0
2,1,0,0,1,4,0
2,1,1,2,5,47,1
2,0,0,0,2,26,0
2,1,0,0,5,21,0
2,1,1,0,1,16,0
2,1,0,2,2,54,0
2,1,1,1,0,45,1
2,1,1,0,2,22,0
2,1,0,0,1,14,0
2,1,1,0,1,13,0
2,1,0,2,2,44,0
2,1,1,1,1,37,0
2,1,1,0,1,15,0
2,0,0,0,1,8,0
2,1,0,0,1,4,0
2,0,1,2,2,54,0
2,1,0,3,2,50,0
2,1,1,3,4,40,0
2,1,1,2,1,82,0
2,1,0,0,2,62,0
2,1,1,0,2,55,0
2,0,1,2,1,72,0
2,1,0,0,1,51,0
2,1,0,0,2,49,0
2,1,0,2,1,64,0
2,1,1,1,1,65,0
2,1,0,0,2,35,0
2,1,0,0,2,33,0
2,1,1,2,1,52,0
2,0,1,0,4,28,0
2,1,1,0,3,22,0
2,1,1,2,1,76,0
2,1,0,0,2,42,0
2,0,0,2,5,48,0
2,1,1,1,1,48,0
2,1,0,0,1,20,0
2,1,1,0,1,17,0
2,1,0,0,1,11,0
2,1,0,2,2,26,0
2,1,1,1,2,24,0
2,1,0,0,1,4,0
2,1,0,2,2,36,0
2,1,1,1,1,32,0
2,1,1,0,1,11,0
2,1,0,0,1,8,0
2,1,1,0,1,7,0
2,1,0,2,2,31,0
2,1,1,1,2,28,0
2,1,0,0,1,3,0
2,1,0,2,2,47,0
2,1,1,1,2,45,1
2,1,1,0,2,23,0
2,1,1,0,1,17,0
2,1,0,0,1,12,0
2,1,0,2,2,46,0
2,1,1,1,1,40,1
2,1,0,0,1,20,0
2,1,1,0,1,10,0
2,1,0,2,1,59,0
2,1,1,1,1,56,0
2,1,0,0,2,32,0
2,1,1,0,2,27,0
2,1,0,0,2,25,0
2,1,1,0,2,22,0
2,1,0,2,2,43,0
2,1,1,1,1,45,0
2,1,0,0,1,17,0
2,1,0,0,1,13,0
2,1,0,0,1,10,0
2,1,0,2,2,42,0
2,1,1,1,2,43,0
2,1,0,0,1,13,0
2,1,0,2,4,61,0
2,1,1,1,1,57,0
2,1,0,2,2,63,0
2,1,1,1,1,58,0
2,1,0,2,2,56,0
2,1,1,1,2,57,0
2,1,1,0,1,25,0
2,1,1,0,1,22,0
2,1,0,2,2,73,0
2,1,1,1,1,72,0
2,1,1,0,1,45,0
2,1,1,0,7,45,0
2,1,1,0,2,43,0
2,1,0,2,2,38,0
2,1,1,1,2,37,1
2,1,0,0,1,10,0
2,1,1,0,1,8,0
2,1,0,2,4,48,0
2,1,1,1,1,44,0
2,1,1,0,1,20,0
2,1,0,0,1,11,0
2,1,0,0,1,9,0
2,0,0,2,3,57,0
2,0,1,1,1,54,0
2,0,1,0,1,31,0
2,1,1,0,2,24,0
2,0,0,0,1,16,0
2,1,0,2,0,67,0
2,1,1,1,4,65,0
2,1,0,2,3,32,0
2,1,1,1,1,25,1
2,0,0,0,1,4,0
2,1,0,2,3,40,0
2,1,1,1,1,30,0
2,1,1,0,1,4,0
2,1,1,2,4,51,0
2,1,1,0,2,26,0
2,1,1,0,2,22,0
2,1,0,2,2,46,0
2,1,1,1,1,41,0
2,1,0,0,1,15,0
2,1,1,0,1,10,0
2,1,1,3,1,3,0
2,1,0,2,2,40,0
2,1,1,1,1,45,0
2,1,1,0,1,12,0
2,1,0,2,0,33,0
2,1,1,1,0,29,0
2,1,1,0,1,10,0
2,1,0,0,1,4,0
2,1,0,2,0,51,0
2,1,1,1,0,45,0
2,1,1,0,2,23,0
2,1,1,0,2,21,0
2,1,0,2,0,56,0
2,1,1,1,2,51,1
2,0,1,0,1,17,0
2,1,0,0,1,14,0
2,1,1,2,4,67,0
2,1,0,0,5,41,0
2,1,0,2,5,63,1
2,1,1,1,5,54,0
2,1,0,2,1,67,0
2,1,1,1,1,58,0
2,1,1,0,1,30,0
2,1,1,0,1,27,0
2,1,1,0,1,23,0
2,1,0,2,5,67,0
2,1,1,1,5,64,0
2,1,0,0,5,38,0
2,1,0,0,5,31,0
2,1,0,2,0,23,0
2,1,1,1,1,23,0
2,1,1,0,1,4,0
2,1,0,2,1,79,0
2,1,1,1,4,50,0
2,1,1,0,1,16,0
2,0,0,0,1,10,0
2,1,1,3,1,28,0
2,1,0,2,0,25,0
2,1,1,1,1,23,0
2,1,0,2,0,70,1
2,1,0,0,0,34,0
2,0,1,2,0,56,0
2,0,0,0,2,27,0
2,0,0,2,2,36,0
2,0,1,1,2,31,0
2,0,0,0,1,5,0
2,1,0,2,2,61,0
2,1,1,1,0,62,1
2,1,0,0,2,35,0
2,1,0,2,0,60,0
2,1,1,1,1,56,0
2,1,0,0,2,34,0
2,1,1,0,1,12,0
2,1,1,2,2,27,0
2,1,0,0,1,9,0
2,1,1,0,1,8,0
2,0,0,2,2,45,0
2,1,1,1,1,44,0
2,1,1,0,1,21,0
2,1,1,0,1,19,0
2,1,1,0,1,17,0
2,0,0,0,1,15,0
2,1,0,0,1,13,0
2,0,0,2,2,52,0
2,1,1,1,1,52,1
2,1,1,0,2,28,0
2,1,1,0,2,27,0
2,1,0,0,1,23,0
2,1,1,0,1,21,0
2,1,0,0,1,18,0
2,1,1,0,1,14,0
2,0,1,2,4,60,0
2,0,1,2,0,53,0
2,0,1,3,0,47,0
2,1,0,2,2,43,0
2,0,1,1,1,41,0
2,1,1,0,1,14,0
2,1,1,0,1,9,0
2,1,1,0,1,7,0
2,0,0,2,0,58,0
2,0,1,1,1,58,0
2,0,1,0,2,22,0
2,0,1,3,2,26,0
3,1,0,2,2,38,0
3,1,1,1,1,32,0
3,1,1,0,1,3,0
3,1,0,0,1,11,0
3,1,0,2,2,37,0
3,0,1,1,1,33,0
3,1,0,0,1,10,0
3,1,1,0,1,12,0
3,0,0,2,2,36,0
3,1,1,1,1,30,0
3,0,0,0,1,4,0
3,0,0,0,1,8,0
3,1,1,2,0,63,0
3,1,0,0,3,23,0
3,1,0,0,3,27,0
3,1,0,0,3,28,0
3,1,0,2,3,36,0
3,1,1,1,3,34,0
3,1,0,0,1,4,0
3,0,0,2,4,80,0
3,0,1,1,1,77,1
3,1,0,0,4,52,0
3,1,0,2,4,42,0
3,1,1,1,4,40,0
3,1,1,0,1,10,0
3,1,1,0,1,14,0
3,1,1,0,1,19,0
3,1,0,2,2,75,0
3,0,1,1,3,65,0
3,1,0,0,2,45,0
3,0,0,0,2,47,0
3,1,0,3,1,15,0
3,1,0,2,1,65,0
3,1,1,1,1,61,0
3,1,0,2,5,68,0
3,1,1,1,3,60,0
3,1,0,0,3,37,0
3,1,0,0,3,37,0
3,1,1,0,3,40,0
3,1,1,0,3,42,0
3,1,0,2,2,33,0
3,1,1,1,2,35,0
3,0,0,0,1,4,0
3,0,0,2,0,47,0
3,0,1,1,0,54,1
3,0,1,0,1,19,0
3,0,0,0,3,22,0
3,1,1,2,3,45,0
3,1,0,0,1,12,0
3,1,0,0,1,13,0
3,1,0,0,1,18,0
3,0,1,0,2,26,0
3,0,0,2,3,36,1
3,0,1,1,0,36,0
3,0,1,0,1,3,0
3,0,1,0,1,15,0
3,1,0,2,2,48,0
3,1,1,1,2,37,0
3,1,1,0,1,6,0
3,1,0,0,1,17,0
3,1,0,2,0,68,0
3,1,1,1,1,61,0
3,0,1,0,0,54,0
3,1,0,3,0,64,0
3,1,0,2,0,50,0
3,1,1,1,1,43,1
3,1,0,0,1,5,0
3,1,1,0,3,21,0
3,1,0,2,0,54,0
3,0,1,1,4,51,1
3,0,0,0,0,21,0
3,0,0,0,0,21,0
3,0,1,0,2,22,0
3,1,0,2,0,63,0
3,0,1,1,0,60,0
3,1,1,3,3,79,0
3,1,1,2,1,67,0
3,0,0,2,3,34,0
3,0,1,1,3,34,0
3,0,0,0,1,9,0
3,0,1,0,1,7,0
3,1,0,2,2,53,0
3,1,1,1,1,45,0
3,0,0,0,1,16,0
3,1,1,0,1,12,0
3,1,0,2,2,77,0
3,1,1,1,0,66,0
3,1,1,0,2,48,0
3,1,0,2,2,38,0
3,1,1,1,1,31,0
3,1,1,0,1,10,0
3,1,0,2,2,41,0
3,1,1,1,0,42,0
3,1,0,0,1,20,0
3,1,0,0,1,17,0
3,1,0,2,2,45,0
3,1,1,1,2,37,0
3,1,0,0,1,15,0
3,1,0,0,1,7,0
3,1,1,0,1,6,0
3,1,0,2,0,39,0
3,1,1,1,4,34,0
3,1,0,0,1,7,0
3,1,0,2,2,46,0
3,1,1,1,2,43,0
3,1,0,0,1,6,0
3,1,1,0,1,4,0
3,1,1,3,1,11,0
3,1,0,2,3,52,0
3,1,1,1,0,46,1
3,1,1,0,2,21,0
3,1,1,0,1,6,0
3,1,0,2,2,34,0
3,1,1,1,1,31,0
3,1,1,0,1,8,0
3,1,1,0,1,4,0
3,1,0,2,2,56,0
3,1,1,1,1,48,0
3,1,0,0,1,20,0
3,1,1,0,1,15,0
3,1,0,2,2,43,0
3,1,1,1,1,34,0
3,1,1,0,1,14,0
3,1,0,0,1,6,0
3,1,0,2,2,40,0
3,1,1,1,1,39,0
3,0,1,0,1,17,0
3,1,1,0,1,9,0
3,0,0,2,2,40,0
3,1,1,1,1,36,0
3,1,1,0,1,9,0
3,1,1,0,1,6,0
3,1,0,2,3,72,0
3,0,1,1,1,57,0
3,1,1,0,1,19,0
3,1,0,2,0,33,0
3,1,0,3,0,27,0
3,1,1,3,2,24,0
3,1,0,2,0,52,0
3,1,1,0,1,15,0
3,0,0,0,1,14,0
3,1,0,2,5,52,0
3,1,1,1,5,48,0
3,1,0,0,3,28,0
3,1,0,0,3,22,0
3,1,0,2,3,42,0
3,1,1,1,1,41,0
3,1,1,0,1,13,0
3,1,0,0,1,7,0
3,1,1,2,3,47,0
3,1,0,0,3,29,0
3,1,0,0,3,24,0
3,1,1,0,1,17,0
3,1,0,0,1,13,0
3,1,0,2,3,66,0
3,1,1,1,3,57,0
3,0,0,0,3,35,0
3,1,0,0,5,26,0
3,0,0,0,3,21,0
3,1,0,2,3,41,0
3,1,1,1,3,41,0
3,1,1,0,1,17,0
3,1,0,0,1,11,0
3,1,0,2,3,66,0
3,1,1,1,4,58,0
3,0,1,0,3,30,0
3,1,0,0,1,15,0
3,1,0,2,3,54,0
3,1,1,1,3,52,0
3,0,1,0,5,22,0
3,0,0,0,1,17,0
3,0,0,3,5,51,0
3,1,0,2,1,85,0
3,0,1,1,3,62,0
3,0,0,0,3,26,0
3,1,0,2,3,38,0
3,1,1,1,3,35,0
3,1,1,0,4,79,0
3,1,0,0,1,13,0
3,1,0,2,4,54,0
3,1,1,1,4,51,0
3,1,1,0,3,28,0
3,1,1,0,3,23,0
3,1,1,0,1,17,0
3,1,0,2,3,59,0
3,1,1,1,1,48,0
3,1,1,0,3,29,0
3,1,0,0,3,25,0
3,1,1,0,3,22,0
3,1,0,0,1,18,0
3,0,1,2,5,65,1
3,1,0,2,3,69,0
3,1,1,1,1,61,0
3,1,1,0,3,36,0
3,1,0,0,3,29,0
3,1,0,2,3,40,0
3,1,1,1,5,39,0
3,1,1,0,1,16,0
3,1,1,0,1,10,0
3,1,0,2,4,46,0
3,0,1,1,3,44,0
3,0,1,0,1,17,0
3,0,1,0,1,13,0
3,1,0,2,0,60,0
3,0,1,1,4,56,0
3,0,0,0,2,32,0
3,1,0,0,2,30,0
3,1,0,0,2,20,0
3,1,0,0,1,19,0
3,1,1,0,1,17,0
3,1,0,2,0,63,0
3,1,1,1,1,51,0
3,0,1,0,2,32,0
3,1,0,0,2,23,0
3,0,0,0,2,28,0
3,1,1,0,1,17,0
3,1,0,2,4,40,0
3,0,1,1,4,35,0
3,1,1,0,1,9,0
3,1,1,0,1,5,0
3,0,0,2,4,54,0
3,0,1,1,4,49,0
3,0,0,0,2,24,0
3,0,0,0,1,15,0
3,1,0,2,7,42,0
3,1,1,1,7,36,0
3,1,1,0,1,14,0
3,0,0,0,1,10,0
3,1,0,2,2,49,0
3,1,1,1,1,41,0
3,1,1,0,2,20,0
3,1,0,0,1,16,0
3,1,1,0,1,7,0
3,1,0,2,2,56,0
3,1,1,1,4,53,0
3,0,0,0,2,28,0
3,1,0,0,1,24,0
3,1,1,0,1,21,0
3,1,0,0,1,18,0
3,1,0,0,1,13,0
3,1,0,2,2,44,0
3,1,1,0,2,20,0
3,1,1,0,1,16,0
3,1,1,3,1,91,0
3,1,0,2,2,55,0
3,1,1,1,4,50,0
3,1,1,0,2,28,0
3,1,0,0,2,23,0
3,1,0,0,1,12,0
3,1,0,0,1,11,0
3,1,0,2,2,48,0
3,1,1,1,2,50,0
3,1,0,0,2,24,0
3,1,1,0,1,18,0
3,1,0,0,1,17,0
3,1,0,2,2,42,0
3,0,1,1,2,43,0
3,1,0,0,1,17,0
3,1,0,0,1,15,0
3,1,0,2,4,43,0
3,1,1,1,1,41,0
3,1,1,0,1,11,0
3,1,1,3,1,16,0
3,1,0,2,0,60,0
3,1,1,1,1,60,0
3,1,1,0,2,36,0
3,1,0,0,0,34,0
3,1,0,2,2,47,0
3,1,1,1,4,44,0
3,0,0,0,1,19,0
3,1,1,0,1,15,0
3,1,0,0,1,12,0
3,1,0,2,2,51,0
3,1,1,1,5,45,0
3,1,1,0,5,25,0
3,1,1,0,1,9,0
3,1,0,2,2,48,0
3,1,1,1,2,43,0
3,1,0,0,2,20,0
3,1,1,0,1,6,0
3,1,1,3,4,78,0
3,1,0,2,2,56,0
3,1,1,1,4,53,0
3,1,0,0,2,22,0
3,0,0,0,1,16,0
3,1,0,2,2,42,0
3,1,1,1,2,41,0
3,1,0,0,2,22,0
3,1,0,0,1,12,0
3,1,0,2,2,43,0
3,1,1,1,2,39,0
3,1,0,0,1,12,0
3,1,1,0,1,7,0
3,1,0,2,0,55,0
3,0,1,1,5,52,0
3,0,0,0,2,36,0
3,1,0,2,2,47,0
3,1,1,1,1,42,0
3,1,1,0,1,12,0
3,1,1,0,1,11,0
3,1,0,2,2,49,0
3,1,1,1,1,37,0
3,0,0,0,1,14,0
3,1,0,0,1,10,0
3,1,0,2,5,57,0
3,1,1,1,5,54,0
3,1,0,0,1,21,0
3,1,1,0,1,15,0
3,0,0,2,2,47,0
3,0,1,1,2,45,0
3,0,0,0,2,23,0
3,0,1,0,1,21,0
3,0,0,0,1,17,0
3,0,1,0,1,15,0
3,0,1,0,1,13,0
3,1,1,0,1,11,0
3,1,0,2,2,42,0
3,1,1,1,2,43,0
3,1,0,0,1,15,0
3,1,1,0,1,7,0
3,1,0,3,1,20,0
3,1,0,2,5,35,0
3,1,1,1,1,34,0
3,1,0,0,1,11,0
3,1,0,0,1,7,0
3,1,0,2,3,50,0
3,1,1,1,3,45,0
3,1,0,0,1,21,0
3,0,1,0,1,16,0
3,1,0,0,1,11,0
3,1,0,2,3,37,0
3,1,1,1,1,37,0
3,1,1,0,1,7,0
3,1,1,0,1,6,0
3,1,0,2,2,33,0
3,1,1,1,1,33,0
3,1,1,0,1,7,0
3,1,1,0,1,3,0
3,1,0,2,2,41,0
3,0,1,1,1,42,0
3,1,1,0,1,15,0
3,1,0,0,1,12,0
3,1,0,0,1,11,0
3,1,0,0,1,9,0
3,1,0,0,1,7,0
3,0,0,2,5,64,0
3,1,1,1,1,50,0
3,1,0,0,2,29,0
3,0,0,0,2,23,0
3,0,1,0,1,16,0
3,0,0,2,2,45,0
3,1,1,1,2,41,0
3,1,1,0,1,16,0
3,1,0,0,1,11,0
3,1,1,0,1,9,0
3,1,1,3,4,66,0
3,1,0,2,2,41,0
3,1,1,1,2,38,0
3,1,1,0,1,14,0
3,1,0,0,1,5,0
3,1,0,2,2,42,0
3,1,1,1,1,39,0
3,1,0,0,1,19,0
3,1,0,0,1,17,0
3,1,1,0,1,15,0
3,0,0,0,1,7,0
3,1,0,0,1,2,0
3,0,0,2,2,47,0
3,0,1,1,2,42,0
3,0,1,0,1,20,0
3,0,0,0,1,13,0
3,0,0,2,0,63,0
3,1,1,1,0,52,1
3,1,0,0,1,15,0
3,1,0,2,2,67,0
3,1,1,1,1,65,1
3,1,0,2,4,54,0
3,1,1,1,2,41,1
3,1,0,0,1,14,0
3,1,0,0,1,10,0
3,0,0,2,3,44,0
3,1,1,1,1,34,0
3,1,1,0,1,12,0
3,0,0,0,1,5,0
3,1,0,2,4,60,0
3,1,1,1,4,55,0
3,1,0,0,2,28,0
3,1,0,0,2,26,0
3,0,0,2,4,44,0
3,1,1,1,4,42,1
3,1,0,0,1,21,0
3,1,1,0,2,20,0
3,1,0,0,1,16,0
3,1,1,2,1,71,0
3,1,0,2,1,66,0
3,1,1,1,1,63,0
3,1,0,0,1,37,0
3,1,0,0,2,30,0
3,1,0,0,1,21,0
3,1,1,2,1,56,0
3,1,0,0,1,15,0
3,1,0,2,0,63,0
3,1,1,1,4,55,0
3,1,0,0,2,32,0
3,1,1,0,1,28,0
3,1,1,2,1,85,0
3,1,0,2,2,31,0
3,1,1,1,2,29,0
3,1,1,0,1,6,0
3,1,0,0,1,5,0
3,1,0,2,3,48,0
3,1,1,0,1,17,0
3,1,0,2,0,74,0
3,1,0,0,1,45,0
3,1,1,2,1,37,0
3,1,0,0,1,13,0
3,1,0,0,1,8,0
3,0,1,0,1,6,0
3,1,0,2,3,61,0
3,1,1,1,4,55,0
3,1,1,0,1,26,0
3,1,1,0,1,22,0
3,1,0,0,1,16,0
3,1,0,2,0,56,0
3,1,1,1,1,52,1
3,1,0,2,0,63,0
3,1,1,1,1,60,1
3,1,0,2,0,68,0
3,1,1,1,4,57,0
3,1,0,2,1,60,0
3,1,0,0,7,45,0
3,1,0,0,2,33,0
3,1,0,2,7,39,0
3,1,1,1,1,46,0
3,1,0,0,1,18,0
3,1,0,0,1,12,0
3,1,1,0,1,6,0
3,1,1,2,5,57,0
3,0,1,0,2,26,0
3,1,1,0,1,21,0
3,1,0,2,2,49,0
3,1,1,1,1,43,0
3,1,0,2,3,59,0
3,1,1,1,1,56,0
3,1,1,0,1,21,0
3,1,0,0,1,13,0
3,1,0,2,4,42,0
3,1,1,1,4,47,1
3,1,1,0,1,15,0
3,1,0,0,1,10,0
3,1,0,2,0,44,0
3,0,0,0,0,18,0
3,1,1,0,1,10,0
3,1,0,2,0,70,0
3,1,1,1,1,62,1
3,1,0,2,0,45,0
3,1,1,1,1,37,0
3,1,0,0,1,15,0
3,1,0,0,1,10,0
